xpath,2009v1.0,2009v1.1,2009v1.2,2009v1.3,2009v1.4,2009v1.7,2010v3.2,2010v3.4,2010v3.6,2010v3.7,2011v1.2,2011v1.3,2011v1.4,2011v1.5,2012v2.0,2012v2.1,2012v2.2,2012v2.3,2012v3.0,2013v3.0,2013v3.1,2013v4.0,2014v5.0,2014v6.0,2015v2.0,2015v2.1
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/OTHEREXPENSES/DISBURSEMENTSCHARITABLEPRPS,,,G 100,G 3,X 1,G 3456,G 4,G 56,G 34,G 744,G 49453,G 1068,,G 5405,G 11882,G 48136,G 2700,G 2172,G 49,,,,,,,
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/OTHEREXPENSES/NETINVESTMENTINCOME,,,G 99,G 3,X 1,G 2969,G 769,G 15304,G 23,G 520,G 42843,G 25,,G 1112,G 2867,G 46705,G 1100,G 1957,G 35,,,,,,,
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/OTHEREXPENSES/REVENUEANDEXPENSESPERBOOKS,,,G 118,G 6,G 944,G 4257,G 2542,G 5,G 104,G 1475,G 66580,G 1966,,G 7398,G 23143,G 56160,G 4585,G 6777,G 233,,,,,,,
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/OTHEREXPENSESSCHEDULEGRP/ADJUSTEDNETINCOMEAMT,,,,,,,,,,,,,,,,,,,,G 12790,G 10018,G 4784,G 27048,G 5333,G 2774,G 27145
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/OTHEREXPENSESSCHEDULEGRP/DESC,,,,,,,,,,,,,,,,,,,,G 37162,G 59909,G 16019,G 115096,G 17734,G 31453,G 100398
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/OTHEREXPENSESSCHEDULEGRP/DISBURSEMENTSCHARITABLEPRPSAMT,,,,,,,,,,,,,,,,,,,,G 80,G 28434,G 11706,G 78111,G 12999,G 20919,G 69792
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/OTHEREXPENSESSCHEDULEGRP/NETINVESTMENTINCOMEAMT,,,,,,,,,,,,,,,,,,,,G 37078,G 20465,G 9318,G 68385,G 10659,G 16595,G 29157
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/OTHEREXPENSESSCHEDULEGRP/REVENUEANDEXPENSESPERBOOKSAMT,,,,,,,,,,,,,,,,,,,,G 37175,G 63,G 78,G 106179,G 1790,G 29202,G 41425
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/@SOFTWAREID,,,,X 62,X 30,X 170,X 3252,X 536,,,X 18,,,X 1624,X 16369,G 100,X 4545,,X 74,,X 3,G 930,G 6383,G 1045,X 37895,X 5346
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/@SOFTWAREVERSION,,,,X 62,X 30,X 170,X 3216,X 536,,,G 4226,,,X 1624,X 16369,,X 4545,,X 74,,G 5311,G 908,,,,
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,G 1932,G 1014,X 37895,X 4952
/RETURN/RETURNDATA/OTHERINCOMESCHEDULE2/@DOCUMENTID,,X 1,X 7,X 142,X 108,X 524,X 4687,X 2702,X 18,X 343,G 7576,X 536,,X 2263,X 8020,G 3054,X 1411,X 2698,X 113,X 17591,G 6405,G 1537,G 13366,G 1786,X 33600,X 63739
/RETURN/RETURNDATA/OTHERINCOMESCHEDULE2/OTHERINCOME/ADJUSTEDNETINCOME,,,G 15,G 90,G 191,G 873,G 98,G 12,G 9,G 146,G 8656,G 6,,G 813,G 816,G 9820,G 106,G 769,G 21,,,,,,,
/RETURN/RETURNDATA/OTHERINCOMESCHEDULE2/OTHERINCOME/DESCRIPTION,,X 1,G 19,G 2,G 204,X 2,G 6874,G 12,G 15,G 401,G 120,G 15,,G 318,G 3546,G 13415,G 373,G 1136,G 25,,,,,,,
/RETURN/RETURNDATA/OTHERINCOMESCHEDULE2/OTHERINCOMEDETAIL/ADJUSTEDNETINCOMEAMT,,,,,,,,,,,,,,,,,,,,G 8208,G 3785,G 313,G 13433,G 374,G 596,G 13872
/RETURN/RETURNDATA/OTHERINCOMESCHEDULE2/OTHERINCOMEDETAIL/DESC,,,,,,,,,,,,,,,,,,,,G 8689,G 11911,G 3293,G 26199,G 3579,G 7466,G 21241
/RETURN/RETURNDATA/OTHERINCOMESCHEDULE2/OTHERINCOMEDETAIL/NETINVESTMENTINCOMEAMT,,,,,,,,,,,,,,,,,,,,G 5844,G 5787,G 3,G 16999,G 413,G 5546,G 13250
/RETURN/RETURNDATA/OTHERINCOMESCHEDULE2/OTHERINCOMEDETAIL/REVENUEANDEXPENSESPERBOOKSAMT,,,,,,,,,,,,,,,,,,,,G 8552,G 11032,G 505,G 23769,G 557,G 5701,G 20421
/RETURN/RETURNDATA/OTHERINCOMESCHEDULE2/OTHERINCOME/NETINVESTMENTINCOME,,X 1,G 15,G 83,G 92,X 1,G 3182,G 667,G 6,G 192,G 526,G 552,,G 179,G 1212,G 8302,G 241,G 672,G 29,,,,,,,
/RETURN/RETURNDATA/OTHERINCOMESCHEDULE2/OTHERINCOME/REVENUEANDEXPENSESPERBOOKS,,X 1,G 18,G 210,G 204,X 2,G 356,G 1140,G 15,G 338,G 821,G 12,,G 1401,G 3511,G 12699,G 804,G 1675,G 42,,,,,,,
/RETURN/RETURNDATA/OTHERINCOMESCHEDULE2/@SOFTWAREID,,X 1,,X 16,X 12,X 63,X 1088,X 198,,,G 50,,,X 514,X 5659,G 30,X 1354,,X 33,,G 1824,G 263,G 2141,G 321,X 13187,X 1481
/RETURN/RETURNDATA/OTHERINCOMESCHEDULE2/@SOFTWAREVERSION,,,,X 16,X 12,X 63,X 1073,X 198,,,G 1369,,,X 514,X 5659,,X 1354,,X 33,,G 1809,X 30,,,,
/RETURN/RETURNDATA/OTHERINCOMESCHEDULE2/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,G 2113,G 317,X 13187,X 1390
/RETURN/RETURNDATA/OTHERINCREASESSCHEDULE/@DOCUMENTID,,,X 6,X 140,X 84,X 306,X 4209,X 1641,X 6,X 190,G 5903,X 212,,X 1083,X 4605,G 5556,X 737,X 1327,X 79,X 12050,X 19603,X 4915,G 2657,G 881,X 31762,G 5228
/RETURN/RETURNDATA/OTHERINCREASESSCHEDULE/OTHERINCREASES/AMOUNT,,,G 8,G 214,G 108,G 369,G 2,G 462,X 6,X 2,G 7743,G 5,,G 70,G 1661,G 6780,G 130,G 293,G 5,,,,,,,
/RETURN/RETURNDATA/OTHERINCREASESSCHEDULE/OTHERINCREASES/DESCRIPTION,,,G 8,G 214,G 108,G 369,G 5499,G 7,X 6,X 2,G 7743,G 139,,G 404,G 1661,G 6780,G 246,G 434,G 20,,,,,,,
/RETURN/RETURNDATA/OTHERINCREASESSCHEDULE/OTHERINCREASESDETAIL/AMOUNT,,,,,,,,,,,,,,,,,,,,G 3515,G 6546,G 1248,,,,
/RETURN/RETURNDATA/OTHERINCREASESSCHEDULE/OTHERINCREASESDETAIL/AMT,,,,,,,,,,,,,,,,,,,,,,,G 14683,G 1139,G 9024,G 2595
/RETURN/RETURNDATA/OTHERINCREASESSCHEDULE/OTHERINCREASESDETAIL/DESC,,,,,,,,,,,,,,,,,,,,,,,G 14683,G 1139,G 1765,G 6450
/RETURN/RETURNDATA/OTHERINCREASESSCHEDULE/OTHERINCREASESDETAIL/DESCRIPTION,,,,,,,,,,,,,,,,,,,,G 3515,G 6546,G 1248,,,,
/RETURN/RETURNDATA/OTHERINCREASESSCHEDULE/@SOFTWAREID,,,,X 14,X 4,X 34,X 664,X 73,,,G 695,,,X 207,X 2238,X 1,X 692,,X 6,,X 3517,X 529,G 958,G 112,X 4987,G 200
/RETURN/RETURNDATA/OTHERINCREASESSCHEDULE/@SOFTWAREVERSION,,,,X 14,X 4,X 34,X 662,X 73,,,G 683,,,X 207,X 2238,,X 692,,X 6,,X 3517,X 529,,,,
/RETURN/RETURNDATA/OTHERINCREASESSCHEDULE/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,G 941,G 110,X 4987,G 187
/RETURN/RETURNDATA/OTHERLIABILITIESSCHEDULE/@DOCUMENTID,,,X 2,G 27,X 48,X 218,G 1274,X 1225,X 6,X 156,G 231,X 195,,X 1263,G 462,X 8977,X 339,X 1335,X 70,X 6972,G 2392,G 762,G 4754,G 843,X 5613,G 4204
/RETURN/RETURNDATA/OTHERLIABILITIESSCHEDULE/OTHERLIABILITIES/BOYBOOKVALUE,,,X 2,G 27,G 81,G 273,G 1398,X 3,X 4,X 2,G 15,G 3,,G 455,G 457,G 3292,G 93,G 412,G 7,,,,,,,
/RETURN/RETURNDATA/OTHERLIABILITIESSCHEDULE/OTHERLIABILITIES/DESCRIPTION,,,X 2,G 34,G 81,G 320,G 1780,G 443,X 6,X 2,G 3887,G 4,,G 145,G 708,G 3561,G 106,G 365,G 18,,,,,,,
/RETURN/RETURNDATA/OTHERLIABILITIESSCHEDULE/OTHERLIABILITIESDETAIL/BOYBOOKVALUEAMT,,,,,,,,,,,,,,,,,,,,G 2366,G 2324,G 930,G 5626,G 123,G 862,G 5122
/RETURN/RETURNDATA/OTHERLIABILITIESSCHEDULE/OTHERLIABILITIESDETAIL/DESC,,,,,,,,,,,,,,,,,,,,G 2353,G 3356,G 1106,G 6630,G 133,G 1188,G 5862
/RETURN/RETURNDATA/OTHERLIABILITIESSCHEDULE/OTHERLIABILITIESDETAIL/EOYBOOKVALUEAMT,,,,,,,,,,,,,,,,,,,,G 2366,G 2691,G 1022,G 2545,G 1115,G 976,G 5139
/RETURN/RETURNDATA/OTHERLIABILITIESSCHEDULE/OTHERLIABILITIES/EOYBOOKVALUE,,,X 2,G 29,G 81,G 301,G 1527,G 435,,X 2,G 3493,G 121,,G 497,G 1222,G 3299,G 85,G 277,G 17,,,,,,,
/RETURN/RETURNDATA/OTHERLIABILITIESSCHEDULE/@SOFTWAREID,,,,G 3,X 1,X 29,G 293,X 36,,,G 20,,,X 357,G 338,X 23,X 316,,X 15,,G 721,G 180,G 290,G 191,X 4977,G 100
/RETURN/RETURNDATA/OTHERLIABILITIESSCHEDULE/@SOFTWAREVERSION,,,,G 3,X 1,X 29,X 1,X 36,,,G 459,,,X 357,G 338,,X 316,,X 15,,G 719,G 180,,,,
/RETURN/RETURNDATA/OTHERLIABILITIESSCHEDULE/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,G 789,G 189,X 4977,G 94
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/@DOCUMENTID,,,X 1,X 1,X 2,X 11,X 94,X 78,X 2,X 10,X 367,X 2,,X 66,X 174,X 430,,X 126,X 5,X 192,X 620,X 192,X 1775,X 298,X 387,X 1801
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONG/BALANCEDUE,,,G 1,X 1,X 2,G 23,G 3,G 199,X 2,G 11,G 11,,,G 26,G 113,G 357,,G 33,G 13,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONG/BORROWERSNAME/BUSINESS/BUSINESSNAMELINE1,,,,,X 2,G 10,G 1,G 22,,G 2,G 2,X 2,,G 17,G 27,G 178,,G 2,G 8,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONG/BORROWERSNAME/INDIVIDUAL,,,G 2,X 1,,G 14,G 292,G 18,X 2,G 9,X 2,,,G 33,G 96,G 241,,G 76,G 5,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONG/CONSIDERATIONFMV,,,,X 1,X 2,G 20,G 127,G 37,X 2,G 7,G 370,,,G 48,G 28,G 302,,G 28,G 13,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONG/DATEOFNOTE,,,,X 1,X 2,G 21,G 1,G 175,X 2,G 9,G 433,X 2,,G 49,G 85,G 367,,G 53,G 13,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONG/DESCOFLENDERCONSIDERATION,,,,X 1,X 2,G 9,G 1,G 17,,G 2,G 8,,,G 11,G 60,G 110,,G 24,G 2,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/BALANCEDUEAMT,,,,,,,,,,,,,,,,,,,,G 174,G 335,G 75,G 245,G 92,G 119,G 597
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/BORROWERNAMEGRP/BUSINESSNAME/BUSINESSNAMELINE1,,,,,,,,,,,,,,,,,,,,G 158,G 34,G 30,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/BORROWERNAMEGRP/BUSINESSNAME/BUSINESSNAMELINE1TXT,,,,,,,,,,,,,,,,,,,,,,,G 377,G 48,G 6,G 374
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/BORROWERNAMEGRP/PERSONNM,,,,,,,,,,,,,,,,,,,,G 16,G 387,G 11,G 378,G 50,G 149,G 258
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/CONSIDERATIONFMVAMT,,,,,,,,,,,,,,,,,,,,G 174,G 88,G 40,G 102,G 51,G 8,G 355
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/INSIDERRELATIONSHIPTXT,,,,,,,,,,,,,,,,,,,,G 141,G 255,G 8,G 431,G 56,G 90,G 320
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/INTERESTRT,,,,,,,,,,,,,,,,,,,,G 174,G 421,G 77,G 755,G 98,G 163,G 633
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/LENDERCONSIDERATIONDESC,,,,,,,,,,,,,,,,,,,,G 47,G 137,G 1,G 229,G 48,G 53,G 196
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/LOANMATURITYDT,,,,,,,,,,,,,,,,,,,,G 136,G 253,G 52,G 495,G 7,G 34,G 409
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/LOANORIGINALAMT,,,,,,,,,,,,,,,,,,,,G 174,G 348,G 14,G 658,G 83,G 122,G 555
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/LOANPURPOSETXT,,,,,,,,,,,,,,,,,,,,G 145,G 288,G 60,G 499,G 8,G 52,G 447
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/NOTEDT,,,,,,,,,,,,,,,,,,,,G 164,G 341,G 52,G 625,G 69,G 123,G 509
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/REPAYMENTTERMSTXT,,,,,,,,,,,,,,,,,,,,G 136,G 281,G 6,G 483,G 74,G 89,G 414
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONGGRP/SECURITYPROVIDEDBORROWERTXT,,,,,,,,,,,,,,,,,,,,G 120,G 254,G 57,G 441,G 62,G 76,G 406
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONG/INTERESTRATE,,,G 2,X 1,X 2,G 24,G 3,G 40,X 2,G 11,G 13,X 2,,G 64,G 74,G 233,,G 78,G 13,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONG/MATURITYDATE,,,,X 1,X 1,G 20,G 1,G 27,X 2,G 6,G 336,X 2,,G 46,G 76,G 289,,G 27,G 8,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONG/ORIGINALAMOUNTOFLOAN,,,G 2,X 1,X 2,G 24,G 3,G 189,X 2,G 11,X 2,X 2,,G 63,G 45,G 227,,G 59,G 13,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONG/PURPOSEOFLOAN,,,,X 1,X 2,G 17,G 164,G 21,,G 11,G 404,X 2,,G 43,G 96,G 317,,G 55,G 2,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONG/RELATIONSHIPTOINSIDER,,,,,,G 16,G 146,G 30,,G 3,G 368,,,G 47,G 66,G 250,,G 36,G 13,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONG/REPAYMENTTERMS,,,,X 1,X 2,G 17,G 1,G 23,X 2,G 9,G 9,,,G 46,G 76,G 203,,G 50,G 5,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/OTHERNOTESLOANSRCVBLLONG/SECURITYPROVIDEDBYBORROWER,,,,X 1,X 2,G 17,G 1,G 24,,G 8,G 348,X 2,,G 43,G 79,G 283,,G 30,G 4,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/@SOFTWAREID,,,,X 1,X 1,,X 27,X 15,,,X 94,,,X 16,X 112,,,,,,X 132,X 42,X 209,X 50,X 253,X 14
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/@SOFTWAREVERSION,,,,X 1,X 1,,X 27,X 15,,,X 94,,,X 16,X 112,,,,,,X 132,X 42,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLLONGSCH/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 209,X 50,X 253,X 14
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLSHORTSCH2/@DOCUMENTID,,,,X 3,,X 8,X 136,X 65,X 6,X 58,X 527,X 40,,X 122,X 170,X 747,X 143,X 337,X 6,X 76,X 1540,X 349,X 2125,X 291,X 260,X 2664
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLSHORTSCH2/OTHERNOTESLOANSRCVBLSHORT/BALANCEDUE,,,,X 1,,G 7,G 216,G 67,X 2,G 41,G 350,G 29,,G 54,G 73,G 122,G 14,G 132,X 6,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLSHORTSCH2/OTHERNOTESLOANSRCVBLSHORTGRP/BALANCEDUEAMT,,,,,,,,,,,,,,,,,,,,G 24,G 527,G 89,G 574,G 86,G 59,G 436
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLSHORTSCH2/OTHERNOTESLOANSRCVBLSHORTGRP/ORGANIZATION501C3NAME/BUSINESSNAMELINE1,,,,,,,,,,,,,,,,,,,,G 24,G 594,G 20,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLSHORTSCH2/OTHERNOTESLOANSRCVBLSHORTGRP/ORGANIZATION501C3NAME/BUSINESSNAMELINE1TXT,,,,,,,,,,,,,,,,,,,,,,,G 663,G 94,G 36,G 239
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLSHORTSCH2/OTHERNOTESLOANSRCVBLSHORT/NAMEOF501C3ORGANIZATION/BUSINESSNAMELINE1,,,,X 3,,G 9,X 6,G 85,X 6,G 47,G 413,G 31,,G 57,G 77,G 275,G 8,G 212,X 6,,,,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLSHORTSCH2/@SOFTWAREID,,,,,,,X 29,X 2,,,X 78,,,X 7,X 141,X 3,X 143,,,,X 256,X 55,X 369,X 55,X 260,X 237
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLSHORTSCH2/@SOFTWAREVERSION,,,,,,,X 28,X 2,,,X 76,,,X 7,X 141,,X 143,,,,X 252,X 55,,,,
/RETURN/RETURNDATA/OTHERNOTESLOANSRCVBLSHORTSCH2/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 364,X 55,X 260,X 231
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/@DOCUMENTID,,X 1,X 10,X 75,X 91,X 449,X 4316,X 2670,X 22,X 277,X 519,X 390,,X 2229,X 8238,G 7239,X 2469,X 2624,X 141,X 20204,G 6603,X 7982,G 13822,X 10964,X 19736,X 78730
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/OTHERPROFESSIONALFEES/ADJUSTEDNETINCOME,,,G 9,G 28,G 30,G 258,G 206,G 264,,G 30,G 22,G 79,,G 412,G 2563,G 2273,G 65,G 83,G 12,,,,,,,
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/OTHERPROFESSIONALFEES/AMOUNT,,G 2,G 13,G 99,G 136,G 3,X 2,G 814,G 13,G 232,G 11223,G 537,,G 1062,G 1505,G 10400,G 866,G 1031,G 43,,,,,,,
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/OTHERPROFESSIONALFEES/CATEGORY,,G 2,G 13,G 100,G 136,G 3,G 5465,G 3418,G 13,X 1,G 11189,G 559,,G 1059,G 3201,G 4812,G 865,G 713,G 44,,,,,,,
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/OTHERPROFESSIONALFEESDETAIL/ADJUSTEDNETINCOMEAMT,,,,,,,,,,,,,,,,,,,,G 1636,G 3726,X 3,G 6395,G 107,G 3442,G 3687
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/OTHERPROFESSIONALFEESDETAIL/AMT,,,,,,,,,,,,,,,,,,,,G 7264,G 9202,X 7,G 19735,G 2616,G 4147,G 17684
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/OTHERPROFESSIONALFEESDETAIL/CATEGORYTXT,,,,,,,,,,,,,,,,,,,,G 7217,G 9272,G 2287,G 19774,G 2605,G 4064,G 17774
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/OTHERPROFESSIONALFEESDETAIL/DISBURSEMENTSCHARITABLEPRPSAMT,,,,,,,,,,,,,,,,,,,,G 7251,G 4616,G 1795,G 5700,G 2071,G 1458,G 12051
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/OTHERPROFESSIONALFEESDETAIL/NETINVESTMENTINCOMEAMT,,,,,,,,,,,,,,,,,,,,G 7256,G 7306,X 5,G 17298,G 291,G 3907,G 15274
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/OTHERPROFESSIONALFEES/DISBURSEMENTSCHARITABLEPRPS,,G 2,G 9,X 1,G 127,G 573,X 2,G 9,G 2,G 5,G 43,G 244,,G 820,G 2717,G 8158,G 189,G 327,G 12,,,,,,,
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/OTHERPROFESSIONALFEES/NETINVESTMENTINCOME,,,G 9,X 1,G 124,G 632,X 2,G 754,G 11,G 159,G 9980,G 309,,G 932,G 2878,G 9467,G 633,G 676,G 11,,,,,,,
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/@SOFTWAREID,,X 1,,X 18,X 8,X 63,X 1232,X 230,,,X 85,,,X 561,X 6462,G 15,X 2376,,X 11,,G 2252,X 1541,G 2624,X 2169,X 15820,X 2484
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/@SOFTWAREVERSION,,,,X 18,X 8,X 63,X 1224,X 230,,,G 1741,,,X 561,X 6462,,X 2376,,X 11,,G 2235,X 1536,,,,
/RETURN/RETURNDATA/OTHERPROFESSIONALFEESSCHEDULE/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,G 2615,X 2163,X 15820,X 2399
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/@DOCUMENTID,,,,,X 2,X 1,X 31,X 27,X 2,,X 142,,,X 24,X 63,X 120,X 54,X 49,X 5,X 60,X 232,X 50,X 416,X 74,X 144,X 652
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/OFFICEROTHERRCVBLGRP/BALANCEDUEAMT,,,,,,,,,,,,,,,,,,,,G 16,G 56,G 10,G 82,X 2,G 25,G 105
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/OFFICEROTHERRCVBLGRP/BORROWERPERSONNM,,,,,,,,,,,,,,,,,,,,G 16,G 70,G 10,G 96,G 13,G 25,G 122
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/OFFICEROTHERRCVBLGRP/BORROWERTITLETXT,,,,,,,,,,,,,,,,,,,,G 10,G 49,G 6,G 54,G 10,G 9,G 56
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/OFFICEROTHERRCVBLGRP/CONSIDERATIONFMVAMT,,,,,,,,,,,,,,,,,,,,G 16,G 29,G 4,G 55,G 7,G 5,G 58
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/OFFICEROTHERRCVBLGRP/INTERESTRT,,,,,,,,,,,,,,,,,,,,G 16,G 23,G 6,G 26,G 8,G 4,G 46
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/OFFICEROTHERRCVBLGRP/LENDERCONSIDERATIONDESC,,,,,,,,,,,,,,,,,,,,G 9,G 21,G 1,G 34,G 3,G 8,G 33
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/OFFICEROTHERRCVBLGRP/LOANMATURITYDT,,,,,,,,,,,,,,,,,,,,G 8,G 30,G 1,G 44,G 4,G 7,G 29
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/OFFICEROTHERRCVBLGRP/LOANORIGINALAMT,,,,,,,,,,,,,,,,,,,,G 16,G 56,G 10,G 82,G 10,G 14,G 101
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/OFFICEROTHERRCVBLGRP/LOANPURPOSETXT,,,,,,,,,,,,,,,,,,,,G 9,G 42,G 4,G 62,G 7,G 12,G 68
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/OFFICEROTHERRCVBLGRP/NOTEDT,,,,,,,,,,,,,,,,,,,,G 13,G 42,G 5,G 66,G 8,G 12,G 71
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/OFFICEROTHERRCVBLGRP/REPAYMENTTERMSTXT,,,,,,,,,,,,,,,,,,,,G 12,G 40,G 4,G 57,G 5,G 9,G 57
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/OFFICEROTHERRCVBLGRP/SECURITYPROVIDEDBORROWERTXT,,,,,,,,,,,,,,,,,,,,G 13,G 36,G 2,G 54,G 5,G 9,G 49
/RETURN/RETURNDATA/OTHERRECEIVABLESOFFICERSSCH/OFFICERTRAVELADVANCEAMT,,,,,,,,,,,,,,,,,,,,,X 52,X 20,X 97,X 25,X 6,X 51
